"url","reviewerUsername","reviewerDisplayName","reviewerUrl","reviewerProductsCount","reviewText","date","recommended","hoursPlayed","voteText","helpfulPercent","votesHelpful","votesTotal","votesFunny","commentsCount"
"http://steamcommunity.com/id/Whiterabbit01/recommended/402970/","Whiterabbit01","Whiterabbit-uk","http://steamcommunity.com/id/Whiterabbit01/","7727 products in account","Early Access Review\n\nFringes of the Empire was  released  via early access   back in November and  according to the developer is expected to be in early access for at least a  couple of years as there is only one person (Mad Merv) working on this title.  He expects the  game to increase in price when the game is released.  The full price is £14.99 which I personally was  happy to pay as I love single player  roguelike shmups.   I've played the game for  several hours so far and although at times I found the game a little slow,  most of the time I throughly enjoyed playing the game.\n\nYou  can see where enemy  ships are located  via the mini map that is provided.  The developer has promised ship to ship  encounters (i.e.  being able to board the ships and  fight your way through the enemy ship; however, at this time there is only ship to ship  fighting via the usual  lasers, photon and rocket weapons).  I've still to   find many of the promised  thirty plus weapons and  allthough I've encountered quite a few  weird and wonderful  looking ships there's  a lot i've still to discover.    There is a level editor  and in future there will be scope for  shareable moddale content, so  the potential for unlimited content if this game  becomes popular is  petty much assured.\n\nThe art style is original and IMO  excellent, with a retro feel, but without the pixillated graphics older games have.  There's a large number of enemy ship types (86 at the time of writing)  as well as friendlies that can  help defeat stronger  enemies.  The game also has RPG elements with upgreadable weapons,  ships and crew training.\n\nThis is  only  an initial overview of what I've found so far. I expect to play this game   for many more hours over the coming months and years, so will be updating this  review as and when I am able.   I will be keeping an eye on the developers updates. His last one was  31st December 2015 and prior to that about 6 weeks before release.\n\n\nYou can see some  videos of the game HERE,   HERE,   HERE,   HERE,   HERE,   and HERE,\n\nhttp://store.steampowered.com/app/402970/\n\nYou can see the  developers SpacegameJunkie Podcast  via the following:\n\nhttps://www.youtube.com/watch?v=STXqTU8YOeI\n","January 1","true","6.3"," 13 of 15 people (87%) found this review helpful","87","13","15","0","2"
