"url","reviewerUsername","reviewerDisplayName","reviewerUrl","reviewerProductsCount","reviewText","date","recommended","hoursPlayed","voteText","helpfulPercent","votesHelpful","votesTotal","votesFunny","commentsCount"
"http://steamcommunity.com/id/erbkaiser/recommended/285520/","erbkaiser","Erbkaiser ♔","http://steamcommunity.com/id/erbkaiser/","4510 products in account","A decent vehicular combat game, but with a truck instead of a plain car. That in itself makes it worth a recommendation for me.\nThe graphics are nothing to write home about but the gameplay is solid, and it's always fun driving around blowing up other cars.\nThe AI starts out braindead but as you progress, it begins to give more and more of a challenge.","June 26, 2014","true","3.8"," 18 of 23 people (78%) found this review helpful","78","18","23","0","1"
"http://steamcommunity.com/id/jbobw/recommended/285520/","jbobw","Bob","http://steamcommunity.com/id/jbobw/","247 products in account","The first impression of this game is that graphics do look rather dated, but I have never been one to get hung up on graphics. You are driving a truck that can switch between a race mode with jet engines on the back and a battle mode where it is bristling with weapons and spikes how can this not be awesome? However it somehow manages to  be mediocre. As you progress through the game you unlock new weapons and upgrades for you truck. The developers have tried very hard to add a variety in the missions but they basically all come down to racing or destroying stuff. The story is okay, it strings the races together but it is nothing spectacular. This game will provide a few hours of anarchic fun but it is not one you are going to keep coming back to.","May 17, 2015","true","6.5"," 11 of 13 people (85%) found this review helpful","85","11","13","0","4"
"http://steamcommunity.com/id/MarzEz/recommended/285520/","MarzEz","MarzEz","http://steamcommunity.com/id/MarzEz/","116 products in account","ALthough I've only started playing this game, it's already full of promise.\nI had to wonder when I first bought the game, "How much fun can it really be racing a truck?"\nI hadn't accounted for the rocket jets, chainguns, fierce competition or challenging opponents.\nDefinitely do not regret buying this game, and look forward to completing it.","June 20, 2014","true","0.6"," 15 of 21 people (71%) found this review helpful","71","15","21","0","2"
"http://steamcommunity.com/id/smashingdispenserseveryday/recommended/285520/","smashingdispenserseveryday","<TWZ>Smasher{ICCC}","http://steamcommunity.com/id/smashingdispenserseveryday/","101 products in account","Transforming trucks + exploding cars when they make contact with semi trucks or your truck (even if nudged) = epic.\nI played the demo like a moefoe. I love this game. The ending is good. You should get this. GET IT NOW! :3","December 25, 2014","true","9.3"," 10 of 13 people (77%) found this review helpful","77","10","13","0","0"
"http://steamcommunity.com/id/TheGasMask/recommended/285520/","TheGasMask","GasMask","http://steamcommunity.com/id/TheGasMask/","2003 products in account","Nice B type game. Good to kill time and relax.","July 3, 2014","true","9.2"," 14 of 22 people (64%) found this review helpful","64","14","22","0","0"
"http://steamcommunity.com/profiles/76561198017279848/recommended/285520/","76561198017279848","Kaleckton","http://steamcommunity.com/profiles/76561198017279848/","499 products in account","By today standards this game is dated, and so I was hoping it may still be fun. But the truth is there is very little to have fun with. The game is dated, no one plays online, the arcade singleplayer action is too easy. In just a few minutes I went through 1/3 of the races, all in first place or top speed through. Wish I could say something about this game was fun as racing with semi trucks is a really fun idea, espicially since I'm a truck driver. But sadly there is nothing I can say that is good. Even the music wasnt great for its time, and when someone was talking they talked unbearably slow or generic. 1 out of 5 stars.","March 16, 2014","false","0.2"," 57 of 104 people (55%) found this review helpful","55","57","104","0","0"
"http://steamcommunity.com/id/zigvt85/recommended/285520/","zigvt85","ZiGGy (zigvt85)","http://steamcommunity.com/id/zigvt85/","198 products in account","Would be nice if they fixed the game and not abandon it. Pretty fun and I can only imagine how fun multiplayer was...Can you please update this game and fix the multiplayer thanks. Yes single player is just as fun but multiplayer would be so much better.","February 14, 2015","true","1.3"," 6 of 7 people (86%) found this review helpful","86","6","7","0","0"
"http://steamcommunity.com/profiles/76561198188838931/recommended/285520/","76561198188838931","Shalidor","http://steamcommunity.com/profiles/76561198188838931/","15 products in account","Awesome game! Big trucks, cool music, adrenaline gameplay. I like it! :)","June 10, 2015","true","0.2"," 10 of 15 people (67%) found this review helpful 1 person found this review funny","67","10","15","0","0"
"http://steamcommunity.com/profiles/76561198188774043/recommended/285520/","76561198188774043","NatashaGamer","http://steamcommunity.com/profiles/76561198188774043/","15 products in account","I can't believe that Hugh Jackman dubbed this game!\nThums up for Hugh!","June 10, 2015","true","0.4"," 7 of 10 people (70%) found this review helpful 3 people found this review funny","70","7","10","3","0"
"http://steamcommunity.com/profiles/76561198188835306/recommended/285520/","76561198188835306","Gracina","http://steamcommunity.com/profiles/76561198188835306/","18 products in account","I'll take you for a ride\nOn my garbage truck\nTruck, Truck, Truck!","June 15, 2015","true","0.3"," 1 of 3 people (33%) found this review helpful 1 person found this review funny","33","1","3","0","0"
