"url","reviewerUsername","reviewerDisplayName","reviewerUrl","reviewerProductsCount","reviewText","date","recommended","hoursPlayed","voteText","helpfulPercent","votesHelpful","votesTotal","votesFunny","commentsCount"
"http://steamcommunity.com/profiles/76561198100362281/recommended/294550/","76561198100362281","Magedude1103","http://steamcommunity.com/profiles/76561198100362281/","46 products in account","Although somewhat scary at times it really warms my heart the way Freddi fish and his companions save they day. I also learnt alot about stuff on the way! Get ready to be rustled! 9.97/10 xD","June 20, 2014","true","1.3"," 20 of 20 people (100%) found this review helpful 4 people found this review funny","100","20","20","4","0"
"http://steamcommunity.com/id/nyashechka/recommended/294550/","nyashechka","unknown","http://steamcommunity.com/id/nyashechka/","952 products in account","More Freddi Fish adventures.\nStory is rather simple - we must help Luther's uncle to find stolen hogfish. The culprit is different every time so there is  some replayability. However thief is revealed in the very end so you have to play the whole game and it is kinda long in comparison with previous games. There are 2 slightly different paths and most walkthroughs don't cover the second one (the one where you have to use pepper to get harmonica); bubblegum is useless in this one.\nInteractivity is still at the top - every single background detail has it's own animation. There is also a music player + recorder with many samples, asteroids-like game and something else I missed.\nMusic is comfy, art is pretty. Cool game pls play.","July 16, 2015","true","2.0"," 13 of 14 people (93%) found this review helpful 4 people found this review funny","93","13","14","4","2"
"http://steamcommunity.com/id/Agrobal/recommended/294550/","Agrobal","Agrobal","http://steamcommunity.com/id/Agrobal/","657 products in account","Ah mah gad, solve cases with freddi fish.\n\nFreddi fish is life, freddi fish is easy life.","January 28, 2015","true","0.5"," 13 of 14 people (93%) found this review helpful 7 people found this review funny","93","13","14","7","0"
"http://steamcommunity.com/id/tsillec/recommended/294550/","tsillec","Tsillec","http://steamcommunity.com/id/tsillec/","82 products in account","When the police are inefficient, child vigilantes are the best solution to your criminal problems!\n\nAnother good Freddi Fish game, follows the usual mold and fills its theme nicely.","March 7, 2015","true","1.3"," 9 of 9 people (100%) found this review helpful 6 people found this review funny","100","9","9","6","0"
"http://steamcommunity.com/profiles/76561198144410324/recommended/294550/","76561198144410324","kayla_licious92","http://steamcommunity.com/profiles/76561198144410324/","11 products in account","When I played it years ago it was flawless. It is great now but in the ending sequence when Freddi and Luther were revealing who Mr. Big was, when Freddi was talking: Luther was talking in Freddi's voice. And Freddi was still talking and her mouth wasn't moving. The game was great minus that part.","July 11, 2014","true","3.3"," 8 of 8 people (100%) found this review helpful","100","8","8","0","0"
"http://steamcommunity.com/id/heaven-sent-you-to-me/recommended/294550/","heaven-sent-you-to-me","Yeen","http://steamcommunity.com/id/heaven-sent-you-to-me/","135 products in account","Freddi is a girl.","December 27, 2014","true","1.8"," 10 of 14 people (71%) found this review helpful 6 people found this review funny","71","10","14","6","0"
"http://steamcommunity.com/id/yetinoob/recommended/294550/","yetinoob","not peppa","http://steamcommunity.com/id/yetinoob/","13 products in account","100000000000/10 best game ever the hogfish rustelers are assbuts","January 5, 2015","true","0.7"," 6 of 9 people (67%) found this review helpful 5 people found this review funny","67","6","9","5","0"
"http://steamcommunity.com/id/cyrilpanda/recommended/294550/","cyrilpanda","Cyril","http://steamcommunity.com/id/cyrilpanda/","596 products in account","For whatever reason I have the most vivid memories of this one out of all of these. I don't know why considering that this is the weakest since the first from a gameplay standpoint; the randomization is really stripped back to a few minor minor things; there's only one puzzle that changes out of everything in the game, even.\nThough from a writing/flavor/humor standpoint this is probably the best so far, I still chuckled at some of the jokes here. That might be why I recall it the most of the series.","July 30, 2014","true","1.1"," 3 of 4 people (75%) found this review helpful","75","3","4","0","0"
"http://steamcommunity.com/profiles/76561198047749211/recommended/294550/","76561198047749211","YungSavage","http://steamcommunity.com/profiles/76561198047749211/","19 products in account","Recommended to any person of any age. A spectacular game. Absolutely phenomenal. No other game has made me feel this way about my life. A life changing experience that will never be forgotten. My personal rating is 10/10 and I hope to play every other game of this series. Thank you Humongous Entertainment for such a brilliant work of art.","December 31, 2015","true","1.5"," 0 of 1 people (0%) found this review helpful","0","0","1","0","0"
"http://steamcommunity.com/profiles/76561198024030284/recommended/294550/","76561198024030284","Mark Wahlberg","http://steamcommunity.com/profiles/76561198024030284/","91 products in account","I like it a lot. Freddy is a cool fish. The Case is very exciting\n10/10\nOnly thing better is tactical intervention.\n","December 23, 2015","true","2.6"," No ratings yet","0","0","0","0","0"
