"url","reviewerUsername","reviewerDisplayName","reviewerUrl","reviewerProductsCount","reviewText","date","recommended","hoursPlayed","voteText","helpfulPercent","votesHelpful","votesTotal","votesFunny","commentsCount"
"http://steamcommunity.com/profiles/76561197974744056/recommended/448650/","76561197974744056","[PAX]Tool","http://steamcommunity.com/profiles/76561197974744056/","180 products in account","A great a learning tool. Highly recommend.","May 6","true","0.4"," 13 of 17 people (76%) found this review helpful","76","13","17","0","0"
"http://steamcommunity.com/profiles/76561198137324234/recommended/448650/","76561198137324234","kit.carter","http://steamcommunity.com/profiles/76561198137324234/","23 products in account","Good concept, buggy - keeps crashing if you get a streak of correct answers, so no high scores recorded. Wait for a patch.","May 7","false","1.2"," 8 of 11 people (73%) found this review helpful 1 person found this review funny","73","8","11","0","0"
"http://steamcommunity.com/id/sanjuan/recommended/448650/","sanjuan","Seanstone7733","http://steamcommunity.com/id/sanjuan/","38 products in account","Fun to play and also educational.","May 12","true","6.1"," 2 of 3 people (67%) found this review helpful","67","2","3","0","0"
"http://steamcommunity.com/profiles/76561198023856346/recommended/448650/","76561198023856346","Pedro and Andre","http://steamcommunity.com/profiles/76561198023856346/","110 products in account","Great for learing!","May 8","true","0.1"," 3 of 5 people (60%) found this review helpful 1 person found this review funny","60","3","5","0","0"
"http://steamcommunity.com/profiles/76561198126939378/recommended/448650/","76561198126939378","DeputyGovernorOfSmiles","http://steamcommunity.com/profiles/76561198126939378/","263 products in account","really cool if you have 15 minutes to kill and the urge to test your knowledge.\n\nLet me be straight. it's not the hardest quiz ever. If you, like me, devoured maps as a child then this will be nothing more than showing off.\nelse it can be a good way to learn a little about the world.\n\nhighly recommned","May 25","true","0.9"," No ratings yet","0","0","0","0","0"
