"url","reviewerUsername","reviewerDisplayName","reviewerUrl","reviewerProductsCount","reviewText","date","recommended","hoursPlayed","voteText","helpfulPercent","votesHelpful","votesTotal","votesFunny","commentsCount"
"http://steamcommunity.com/id/kC_/recommended/348850/","kC_","kC","http://steamcommunity.com/id/kC_/","1042 products in account","i learned how to type ;)\n\nhttps://www.youtube.com/watch?v=B0VEjXbabmA","November 27, 2015","true","1.4"," 21 of 28 people (75%) found this review helpful 12 people found this review funny","75","21","28","12","3"
