"url","reviewerUsername","reviewerDisplayName","reviewerUrl","reviewerProductsCount","reviewText","date","recommended","hoursPlayed","voteText","helpfulPercent","votesHelpful","votesTotal","votesFunny","commentsCount"
"http://steamcommunity.com/profiles/76561198005965669/recommended/413460/","76561198005965669","Ahil","http://steamcommunity.com/profiles/76561198005965669/","140 products in account","Very buggy. Should not be released.\nI wish Steam could give some of these titles a brief test.\nThis thing is frozen at about week 6 of recruiting.\nDoes not advance, can't save, just have to exit out.","November 29, 2015","false","16.1"," 10 of 11 people (91%) found this review helpful","91","10","11","0","0"
"http://steamcommunity.com/profiles/76561198198576729/recommended/413460/","76561198198576729","Ryuk1995","http://steamcommunity.com/profiles/76561198198576729/","26 products in account","Buggy and to many issue from screen resolution and crashes spend your money on DDS Pro Basketball 4 much better game then this a less buggy","November 26, 2015","false","1.6"," 8 of 8 people (100%) found this review helpful","100","8","8","0","0"
"http://steamcommunity.com/profiles/76561198035097970/recommended/413460/","76561198035097970","samirakasth","http://steamcommunity.com/profiles/76561198035097970/","50 products in account","Glitchy as hell","November 30, 2015","false","2.1"," 7 of 9 people (78%) found this review helpful 1 person found this review funny","78","7","9","0","0"
"http://steamcommunity.com/profiles/76561198012409839/recommended/413460/","76561198012409839","mpc91","http://steamcommunity.com/profiles/76561198012409839/","46 products in account","Crashes so much that it becomes unplayable.","February 27","false","2.0"," 2 of 2 people (100%) found this review helpful","100","2","2","0","0"
"http://steamcommunity.com/profiles/76561198094635411/recommended/413460/","76561198094635411","derekofferman","http://steamcommunity.com/profiles/76561198094635411/","16 products in account","DONT BUY THIS GAME.  Keeps crashing.","November 23, 2015","false","0.8"," 9 of 19 people (47%) found this review helpful","47","9","19","0","1"
"http://steamcommunity.com/profiles/76561198171944374/recommended/413460/","76561198171944374","micharl18","http://steamcommunity.com/profiles/76561198171944374/","117 products in account","great college basketball simulation and exactly like draft day basketball 4 but it's college basketball!!","November 27, 2015","true","0.6"," 1 of 6 people (17%) found this review helpful","17","1","6","0","0"
"http://steamcommunity.com/id/kemaltirtam/recommended/413460/","kemaltirtam","kemaltirta","http://steamcommunity.com/id/kemaltirtam/","7 products in account","the best simulation college basketball in my mind, still waiting for the 2016 version tho","March 14","true","10.8"," No ratings yet","0","0","0","0","0"
"http://steamcommunity.com/id/freebundy/recommended/413460/","freebundy","FreeBundy","http://steamcommunity.com/id/freebundy/","25 products in account","Like many of the others reviewing this, I also found it to crash. I didn't even get to any actual games before it crashed the first time, and every time I load it up it crashes again, and starting a new file crashes it.","April 11","false","1.2"," No ratings yet","0","0","0","0","0"
